book_title,story_title,latitude,longitude,location,city,state,country,continent,century,decade,initial_date,final_date,unbuilt,architect,pg_gh,pg_img_gh,count_img_gh,fp_gh,pg_fp_gh,count_gh,pg_ha,pg_img_ha,count_img_ha,fp_ha,pg_fp_ha,count_ha,pg_mm,pg_img_mm,count_img_mm,fp_mm,pg_fp_mm,count_mm,pg_wh,pg_img_wh,count_img_wh,fp_wh,pg_fp_wh,count_wh
A Global History of Architecture,Bata Shoe Factory,49.22321146,17.65840124,"Zlin, Czech Republic",Zlin,,Czech Republic,Europe,20,1930,1937,,,Vladimir Karfik,739,739,2,N,,2,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Stockholm Public Library,59.3433193,18.05477274,"Stockholm, Sweden",Stockholm,,Sweden,Europe,20,1920,1920,1928,,Gunnar Asplund,712,712,2,Y,712,1,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Woodland Cemetery,59.27137844,18.10273997,"Stockholm, Sweden",Stockholm,,Sweden,Europe,20,1910,1918,1920,,Gunnar Asplund,712,712,2,Y,712,1,,,,,,,,,,,,,,,,,,
A World History of Architecture,Kraków,50.0618986,19.93814,"Kraków, Poland",Kraków,,Poland,Europe,13,,1257,,N,,,,,,,,,,,,,,,,,,,,271,271,2,Y,271,3
A History of Architecture: Settings and Rituals,Gracanica Monastery,42.59841197,21.19359456,"Gracanica, Yugoslavia",Gracanica,,Yugoslavia,Europe,14,1320,1321,,,,,,,,,,395,,1,N,,1,,,,,,,,,,,,
A World History of Architecture,Temple of Hera at Olympia,37.63886532,21.62982212,"Olympia, Greece",Olympia,,Greece,Europe,-7,,-600,-590,N,,,,,,,,,,,,,,,,,,,,47-48,48,2,Y,48,2
"A Global History of Architecture, A History of Architecture: Settings and Rituals",Villa Mairea,61.59738315,21.87463209,"Noormarkku, Finland",Noormarkku,,Finland,Europe,20,1930,1938,1941,,Alvar Aalto,743,743,4,Y,743,4,731,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Brontocheion,37.0689126,22.3759504,"Mistra, Greece",Mistra,,Greece,Europe,14,1300,1300,,,,,,,,,,279,,1,N,,1,,,,,,,,,,,,
A World History of Architecture,Treasury of Atreus,37.72680626,22.75395242,"Mycenae, Greece",Mycenae,,Greece,Europe,-14,,-1330,,N,,,,,,,,,,,,,,,,,,,,44-45,44-45,3,Y,44,4
A World History of Architecture,Mycenae,37.73084631,22.75569213,"Mycenae, Greece",Mycenae,,Greece,Europe,-17,,-1600,-1250,N,,,,,,,,,,,,,,,,,,,,42-47,43,2,Y,43,3
A World History of Architecture,Megarons at Mycenae,37.73059114,22.75695989,"Mycenae, Greece",Mycenae,,Greece,Europe,,,,,N,,,,,,,,,,,,,,,,,,,,45-46,46,1,Y,46,2
A World History of Architecture,Sanctuary of Asklepios at Epidauros,37.59862256,23.07444981,"Epidauros, Greece",Epidauros,,Greece,Europe,-4,,-360,-330,N,Polykleitos,,,,,,,,,,,,,,,,,,,58,58,1,Y,58,2
A World History of Architecture,Theater at Epidauros,37.59610496,23.0792374,"Epidauros, Greece",Epidauros,,Greece,Europe,-4,,-350,,N,,,,,,,,,,,,,,,,,,,,59-60,"59,60",2,Y,59,3
A World History of Architecture,Athenian Agora,37.9761692,23.7226593,"Athens, Greece",Athens,,Greece,Europe,-7,,-600,,N,,,,,,,,,,,,,,,,,,,,60-62,61,1,Y,61,2
A World History of Architecture,Stoa of Attalos,37.9751608,23.7242179,"Athens, Greece",Athens,,Greece,Europe,-2,,-159,-132,N,,,,,,,,,,,,,,,,,,,,61-62,"61,62",2,Y,61,3
A World History of Architecture,Temple of Athena Nike,37.97152057,23.72483357,"Athens, Greece",Athens,,Greece,Europe,-5,,-425,,N,,,,,,,,,,,,,,,,,,,,53-55,53,1,Y,,1
A World History of Architecture,Propylaea,37.9717356,23.72519677,"Athens, Greece",Athens,,Greece,Europe,-5,,-437,,N,Mnesikles,,,,,,,,,,,,,,,,,,,53-57,53,1,Y,53,2
A World History of Architecture,Erechtheion,37.97209955,23.7264777,"Athens, Greece",Athens,,Greece,Europe,-5,,-421,-407,N,,,,,,,,,,,,,,,,,,,,"49,55-56,59","49,55,56",3,N,,5
A World History of Architecture,The Acropolis,37.97165459,23.72655063,"Athens, Greece",Athens,,Greece,Europe,-5,,-479,,N,,,,,,,,,,,,,,,,,,,,"50-57,60","50,51,55",4,Y,51,6
A World History of Architecture,Parthenon,37.97150335,23.72661765,"Athens, Greece",Athens,,Greece,Europe,-5,,-448,-432,N,"Iktinos, Kallikrates",,,,,,,,,,,,,,,,,,,"49,51-53,57","49,52",3,N,,5
A History of Architecture: Settings and Rituals,Academy of Science,37.9839412,23.7283052,"Athens, Greece",Athens,,Greece,Europe,19,1850,1859,1887,,Theophilus Hansen,,,,,,,583,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,National Library,37.9839412,23.7283052,"Athens, Greece",Athens,,Greece,Europe,19,1860,1865,1892,,Theophilus Hansen,,,,,,,583,,1,N,,1,,,,,,,,,,,,
A World History of Architecture,Choragic Monument of Lysikrates,37.97108404,23.72991309,"Athens, Greece",Athens,,Greece,Europe,-4,,-334,,N,,,,,,,,,,,,,,,,,,,,58-59,58,1,N,,2
A World History of Architecture,Theater of Dionysos,37.9703053,23.73059553,"Athens, Greece",Athens,,Greece,Europe,,,,,N,,,,,,,,,,,,,,,,,,,,59,,,N,,1
A History of Architecture: Settings and Rituals,University of Athens,37.97003795,23.7652367,"Athens, Greece",Athens,,Greece,Europe,19,1830,1839,1850,,Hans Christian Hansen,,,,,,,583,,1,N,,1,,,,,,,,,,,,
Modern Movements in Architecture,Pensions Bank,60.18814422,24.91756135,"Helsinki, Finland",Helsinky,,Finland,Europe,20,1950,1952,1956,,Alvar Aalto,,,,,,,,,,,,,180,180,1,N,,1,,,,,,
A Global History of Architecture,Finnish Athenaeum,60.17028412,24.94413531,"Helsinki, Finland",Helsinki,,Finland,Europe,19,1880,1887,,,Theodor Höjer,666,666,1,N,,1,,,,,,,,,,,,,,,,,,
A World History of Architecture,Palace at Knossos,35.2993746,25.1599695,"Knossos, Crete, Greece",Knossos,Crete,Greece,Europe,-4,,-1700,-1380,N,,,,,,,,,,,,,,,,,,,,38-42,"38,40,41,42",5,Y,40,5
"A Global History of Architecture, Modern Movements in Architecture, A World History of Architecture",Säynätsalo Town Hall,62.14024585,25.76883642,"Säynätsalo, Finland",Säynätsalo,,Finland,Europe,20,1950,1951,1952,,Alvar Aalto,726,,,,,1,,,,,,,172-175,172-175,4,N,,3,537,537,2,Y,537,3
A History of Architecture: Settings and Rituals,"Edirne, Külliye of Bayazid II",41.67785765,26.5470763,"Edirne/Adrianople, Turkey",Edirne/Adrianople,,Turkey,Asia,15,1480,1484,1488,,Hayrettin,,,,,,,457,,1,N,,1,,,,,,,,,,,,
"A History of Architecture: Settings and Rituals, A World History of Architecture",Selimiye Mosque,41.67785765,26.5470763,"Edirne/Adrianople, Turkey",Edirne/Adrianople,,Turkey,Asia,16,1560,1569,1575,,Koca Sinan,,,,,,,460,,1,Y,,1,,,,,,,183-184,184,2,Y,184,3
A Global History of Architecture,Beyazit Medical Complex,41.6759327,26.5587225,"Edirne, Turkey",Edirne,,Turkey,Asia,15,1480,1484,1488,,,471,471,3,Y,471,3,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Estonian National Museum,58.39590114,26.74632216,"Tallinn, Estonia",Tallinn,,Estonia,Europe,20,1900,1909,,,,667,,,,,1,,,,,,,,,,,,,,,,,,
A World History of Architecture,Cellulose Factory,60.49549707,26.95563099,"Sunila, Finland",Sunila,,Finland,Europe,20,,1936,1939,N,Alvar Aalto,,,,,,,,,,,,,,,,,,,535-536,536,1,N,,2
A World History of Architecture,Great Altar of Zeus,39.13285012,27.18301923,"Pergamon, Greece",Pergamon,,Greece,Europe,-2,,-181,-159,N,,,,,,,,,,,,,,,,,,,,64-65,65,1,N,,2
A World History of Architecture,Pergamon,39.13285129,27.18329735,"Pergamon, Greece",Pergamon,,Greece,Europe,-3,,-282,-132,N,,,,,,,,,,,,,,,,,,,,63-65,,,N,,1
A World History of Architecture,Priene,37.65937789,27.29766392,"Priene, Greece",Priene,,Greece,Europe,-4,,-353,,N,,,,,,,,,,,,,,,,,,,,62-64,64,2,Y,64,3
A World History of Architecture,Library of Celsus,37.93916041,27.34092381,"Ephesus, Greece",Ephesus,,Greece,Europe,2,,114,117,N,,,,,,,,,,,,,,,,,,,,2,2,1,N,,1
A World History of Architecture,Temple of Artemis at Ephesus,37.94968561,27.36379604,"Ephesus, Greece",Ephesus,,Greece,Europe,-8,,,,N,,,,,,,,,,,,,,,,,,,,47,,,N,,1
A Global History of Architecture,Pretoria City Hall,-25.75317655,28.18687158,"Pretoria, South Africa",Pretoria,,South Africa,Africa,20,,,,,,699,699,2,Y,699,2,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Union Buildings,-25.74060585,28.21254026,"Pretoria, South Africa",Pretoria,,South Africa,Africa,20,1910,1910,1913,,Herbert Baker,699,699,1,N,,1,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Viipuri Library,60.709006,28.74730289,"Leningrad, Russia",Leningrad,,Russia,Europe,20,1920,1927,1935,,Alvar Aalto,727,,,,,1,,,,,,,,,,,,,,,,,,
Modern Movements in Architecture,Viipuri Lecture Theatre,60.70911721,28.74739605,"Viipuri, Finland",Viipuri,,Finland,Europe,20,1920,1927,1935,,Alvar Aalto,,,,,,,,,,,,,168,168,1,N,,1,,,,,,
Modern Movements in Architecture,Imatra Church,61.16903299,28.76485883,"Imatra, Finland",Imatra,,Finland,Europe,20,1950,1957,1959,,Alvar Aalto,,,,,,,,,,,,,"177-179,182-183,372","177-179,182-183",5,N,,6,,,,,,
A History of Architecture: Settings and Rituals,Great Palace of the Byzantine emperors,41.0091982,28.9662187,"Istanbul, Turkey",Istanbul,,Turkey,Asia,10,950,950,,,,,,,,,,267,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Külliye of Mehmed II,41.0091982,28.9662187,"Istanbul, Turkey",Istanbul,,Turkey,Asia,15,1460,1463,1470,,Atik Sinan,,,,,,,458-459,458-459,2,N,458,2,,,,,,,,,,,,
"A Global History of Architecture, A History of Architecture: Settings and Rituals",Külliye of Süleyman I,41.0091982,28.9662187,"Istanbul, Turkey",Istanbul,,Turkey,Asia,16,1550,1550,1557,,Mimar Sinan,533-544,533-544,4,Y,533,4,"461-462,464","461-462,464",3,Y,464,3,,,,,,,,,,,,
"A History of Architecture: Settings and Rituals, A World History of Architecture",Shehzade Mosque,41.0091982,28.9662187,"Istanbul, Turkey",Istanbul,,Turkey,Asia,16,1540,1544,1548,,Koca Sinan,,,,,,,460,,1,Y,,1,,,,,,,180-181,180-181,3,Y,181,4
A History of Architecture: Settings and Rituals,Sokollu Mehmed Pasha Mosque,41.0091982,28.9662187,"Istanbul, Turkey",Istanbul,,Turkey,Asia,16,1570,1571,,,Mimar Sinan,,,,,,,460,,1,Y,,1,,,,,,,,,,,,
A Global History of Architecture,Nurosmaniye Mosque,41.01051336,28.97055616,"Istanbul, Turkey",Istanbul,,Turkey,Asia,18,1740,1749,1755,,Mahmud I,598,598,1,N,,1,,,,,,,,,,,,,,,,,,
"A History of Architecture: Settings and Rituals, A World History of Architecture",Hagia Sophia,41.00850865,28.98000993,"Istanbul, Turkey",Istanbul,,Turkey,Asia,6,530,533,537,,,,,,,,,262-263,,2,N,,2,,,,,,,"149-152,156,180,211","150-151,156",4,Y,150,8
"A Global History of Architecture, A History of Architecture: Settings and Rituals",Topkapi Palace,41.0129795,28.98406594,"Istanbul, Turkey",Istanbul,,Turkey,Asia,15,1450,1459,,,,472-473,472-473,5,Y,473,5,464,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Külliye of Bayazid I ,40.1827657,29.0677305,"Bursa, Turkey",Bursa,,Turkey,Asia,14,1390,1390,1395,,,,,,,,,455-456,455-456,4,Y,456,2,,,,,,,,,,,,
A Global History of Architecture,Yesil Cami complex,40.1827657,29.0677305,"Bursa, Turkey",Bursa,,Turkey,Asia,15,1410,1412,1419,,,470,470,2,Y,470,2,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Peter the Great’s Winter Palace,59.94054088,30.31384984,"St. Petersburg, Russia",St. Petersburg,,Russia,Europe,18,1730,,,,Bartolomeo Rastrelli,579,579,2,N,,2,,,,,,,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Winter Palace,59.9404625,30.31518871,"St. Petersburg, Russia",St. Petersburg,,Russia,Europe,18,1710,1716,,,Georg Johann Mattarnovy; Domenico Tressini,,,,,,,585,,1,N,,1,,,,,,,,,,,,
A Global History of Architecture,Church of the Savior on Blood,59.94021821,30.32894291,"St. Petersburg, Russia",St. Petersburg,,Russia,Europe,19,1880,1883,1907,,Alfred Parland,629,629,1,N,,1,,,,,,,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Dvorsovaia Square,59.91785735,30.38061936,"St. Petersburg, Russia",St. Petersburg,,Russia,Europe,19,1810,1819,,,Carlo di Giovanni Rossi,,,,,,,585,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Old Admirality Building,59.91785735,30.38061936,"St. Petersburg, Russia",St. Petersburg,,Russia,Europe,18,1730,1732,1738,,I.K. Korobov,,,,,,,585,,1,N,,1,,,,,,,,,,,,
A World History of Architecture,Rock-Cut Tombs,27.93138874,30.87527054,"Beni Hasan, Egypt",Beni Hasan,,Egypt,Africa,-21,,-2000,-1900,N,,,,,,,,,,,,,,,,,,,,30-31,30,1,Y,30,2
A World History of Architecture,El-Lahun,29.20774157,30.97279697,"El-Lahun, Egypt",El-Lahun,,Egypt,Africa,-19,,-1800,,N,,,,,,,,,,,,,,,,,,,,34-36,36,1,Y,36,2
A World History of Architecture,Aketaten,27.62622363,30.98515217,"Akhetaten (Tell-el-Amarna), Egypt",Akhetaten (Tell-el-Amarna),,Egypt,Africa,-14,,-1350,,N,Amenophis IV,,,,,,,,,,,,,,,,,,,33-35,35,1,Y,35,2
A World History of Architecture,Pyramids at Giza,29.97727957,31.13282649,"Giza, Egypt",Giza,,Egypt,Africa,-26,,-2550,-2460,N,"Khufu, Khafre, and Menkaure (Cheops, Chephren, and Mycerinus)",,,,,,,,,,,,,,,,,,,26-29,"26,28,29",4,Y,28,5
A World History of Architecture,Meidum,29.3883705,31.15712837,"Meidum, Egypt",Meidum,,Egypt,Africa,,,,,N,Sneferu,,,,,,,,,,,,,,,,,,,26-27,26,1,N,,1
A World History of Architecture,Sneferu's Pyramid,29.38841298,31.15734284,"Meidum, Egypt",Meidum,,Egypt,Africa,,,,,N,Sneferu,,,,,,,,,,,,,,,,,,,26-27,,1,N,,1
A World History of Architecture,Sneferu's North Pyramid,29.80831635,31.20553301,"Dashur, Egypt",Dashur,,Egypt,Africa,,,,,N,Sneferu,,,,,,,,,,,,,,,,,,,26-27,26,1,N,,2
A World History of Architecture,Sneferu's South Pyramid,29.7900309,31.20932605,"Dashur, Egypt",Dashur,,Egypt,Africa,,,,,N,Sneferu,,,,,,,,,,,,,,,,,,,26-27,26,1,N,,2
A World History of Architecture,Djoser's Funerary Complex,29.87116791,31.21672664,"Saqqara, Egypt",Saqqara,,Egypt,Africa,-27,,-2630,,N,Imhotep,,,,,,,,,,,,,,,,,,,24-26,"25,26",4,Y,25,5
A Global History of Architecture,French-Egyptian Museum,30.04799511,31.23368057,"Cairo, Egypt",Cairo,,Egypt,Africa,19,1850,1858,,,,667,667,1,N,,1,,,,,,,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Bazaar of the Silk merchants,30.0443879,31.2357257,"Cairo, Egypt",Cairo,,Egypt,Africa,,,,,,,,,,,,,368,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Caravanserai of Qansuh al-Ghuri,30.0443879,31.2357257,"Cairo, Egypt",Cairo,,Egypt,Africa,16,1500,1504,1505,,Qansuh al-Shuri,,,,,,,371,,1,N,,1,,,,,,,,,,,,
A Global History of Architecture,Complex of Sultan Hassan,30.0443879,31.2357257,"Cairo, Egypt",Cairo,,Egypt,Africa,14,1350,1356,,,,484,484,4,N,484,3,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Mausoleum Complex of Sultan Qaitbay,30.0443879,31.2357257,"Cairo, Egypt",Cairo,,Egypt,Africa,15,1470,1472,1474,,,485,485,2,Y,485,2,,,,,,,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Mausoleum of Sultan Qala'un,30.0443879,31.2357257,"Cairo, Egypt",Cairo,,Egypt,Africa,13,1280,1285,,,al-Mansur Qala'un,,,,,,,369-370,369-370,2,N,,2,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Mosque of Shaikh Malik al-Mu'ayyad,30.0443879,31.2357257,"Cairo, Egypt",Cairo,,Egypt,Africa,15,1410,1415,1420,,Malik al-Mu'ayyad,,,,,,,368,,1,N,,1,,,,,,,,,,,,
A Global History of Architecture,al-Rifa‘i Mosque,30.03284841,31.25709946,"Cairo, Egypt",Cairo,,Egypt,Africa,20,1900,1906,1911,,Max Herz,681,681,2,Y,681,2,,,,,,,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Bab-al-Futuh,30.055429,31.2634076,"Cairo, Egypt",Cairo,,Egypt,Africa,11,1080,1087,1092,,Badr al-Gamali,,,,,,,368,,1,N,,1,,,,,,,,,,,,
A World History of Architecture,Great Temple of Ramesses II,22.33688483,31.62552067,"Abu Simbel, Egypt",Abu Simbel,,Egypt,Africa,-13,,-1285,-1255,N,Ramesses II,,,,,,,,,,,,,,,,,,,36-37,37,1,N,,2
A History of Architecture: Settings and Rituals,House in Konya,37.8725487,32.4942749,"Konya, Turkey",Konya,,Turkey,Asia,,,,,,,,,,,,,467,,1,N,,1,,,,,,,,,,,,
A World History of Architecture,Deir-el-Medina,25.7280475,32.60135947,"Deir-el-Medina, Egypt",Deir-el-Medina,,Egypt,Africa,-19,,-1800,,N,,,,,,,,,,,,,,,,,,,,34-36,36,1,Y,36,2
A World History of Architecture,Mentuhotep's Mortuary Temple,25.73745769,32.6063671,"Deir-el-Bahari, Egypt",Deir-el-Bahari,,Egypt,Africa,-21,,-2061,-2010,N,Mentuhotep II,,,,,,,,,,,,,,,,,,,30,30,1,Y,30,2
A History of Architecture: Settings and Rituals,New Gourna Village,25.73979205,32.63891811,"New Gourna, Egypt",New Gourna,,Egypt,Africa,20,1940,1945,1948,,Hassan Fathy,,,,,,,742,,1,N,,1,,,,,,,,,,,,
A World History of Architecture,Great Temple of Amun,25.71852888,32.65798281,"Karnak, Egypt",Karnak,,Egypt,Africa,-14,,-1390,-1224,N,"Thutmose I, Hatshepsut, Thutmose III, and Ramesses II.",,,,,,,,,,,,,,,,,,,"9, 32-36","8, 33,34,35",4,Y,33,5
A Global History of Architecture,Cankaya Presidential Mansion,39.9329956,32.79859829,"Ankara, Turkey",Ankara,,Turkey,Asia,20,1920,1927,,,Clemenz Holzmeister,741,741,1,N,,1,,,,,,,,,,,,,,,,,,
A World History of Architecture,Çatal Hüyük,37.66648764,32.82576587,,,,Turkey,Asia,-66,,-6500,-5700,N,,,,,,,,,,,,,,,,,,,,10-Sep,10,2,N,,3
A Global History of Architecture,Ankara Opera House,39.9354763,32.85318385,"Ankara, Turkey",Ankara,,Turkey,Asia,20,,,,,Sevki Balmumcu,741,,,,,1,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Grand National Assembly Hall,39.94216193,32.85347673,"Ankara, Turkey",Ankara,,Turkey,Asia,20,1920,1928,,,Clemenz Holzmeister,727,,,,,1,,,,,,,,,,,,,,,,,,
A World History of Architecture,Obelisk,24.0769125,32.89541181,"Aswan, Egypt",Aswan,,Egypt,Africa,,,,,N,,,,,,,,,,,,,,,,,,,,23,23,,N,,1
A Global History of Architecture,Cubuk Dam,40.3186501,33.05976481,"Ankara, Turkey",Ankara,,Turkey,Asia,20,1930,1936,,,,,,,,,1,,,,,,,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Juma-Jami Mosque,44.43655755,34.12995045,"Crimea, Ukraine",,Crimea,Ukraine,Europe,16,1550,1552,,,Mimar Sinan,,,,,,,460,,1,Y,,1,,,,,,,,,,,,
A Global History of Architecture,Negev Center,31.431972,34.594526,"Negev, Israel",Negev,,Israel,Asia,20,1960,1960,,,Ram Karmi,741,,,,,1,,,,,,,,,,,,,,,,,,
A World History of Architecture,Hattusas,40.01993558,34.61533251,"Hattusas, Turkey",Hattusas,,Turkey,Asia,-15,,-1400,-1200,N,,,,,,,,,,,,,,,,,,,,18-19,18,1,Y,18,2
A World History of Architecture,Temple of the Weather Gods,40.01993558,34.61533251,"Hattusas, Turkey",Hattusas,,Turkey,Asia,-15,,-1400,-1200,N,,,,,,,,,,,,,,,,,,,,18-19,18,2,Y,18,2
A Global History of Architecture,Engel House,32.0662903,34.77777118,"Tel Aviv, Israel",Tel Aviv,,Israel,Asia,20,1930,1933,,,Ze’ev Rechter,741,,,,,1,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Hadassah University Medical Center,31.77462706,35.18533033,"Jerusalem, Israel",Jerusalem,,Israel,Asia,20,1930,1936,1939,,Erich Mendelsohn,741,,,,,1,,,,,,,,,,,,,,,,,,
A World History of Architecture,Church of the Nativity,31.7043165,35.20735542,"Bethlehem, Palestine",Bethlehem,,Palestine,Asia,4,,333,,N,Constantine,,,,,,,,,,,,,,,,,,,143,144,1,Y,144,2
A History of Architecture: Settings and Rituals,Qubbat al Sakhra,31.79592425,35.21198076,"Jerusalem, Israel",Jerusalem,,Israel,Asia,7,680,685,690,,,,,,,,,288,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Temple Mound,31.79592425,35.21198076,"Jerusalem, Israel",Jerusalem,,Israel,Asia,,,,,,,,,,,,,288,,1,N,,1,,,,,,,,,,,,
A World History of Architecture,Church of the Transfiguration,62.06790586,35.22344486,"Kizhi, Russia",Kizhi,,Russia,Europe,14,,1391,,N,,,,,,,,,,,,,,,,,,,,160-163,"160,162-163",3,Y,160,4
A World History of Architecture,Church of the Raising of Lazarus,62.06603249,35.22554128,"Kizhi, Russia",Kizhi,,Russia,Europe,14,,1391,,N,,,,,,,,,,,,,,,,,,,,159-160,"159,160",2,Y,160,3
A History of Architecture: Settings and Rituals,Holy Sepulchre,31.77835225,35.22976234,"Jerusalem, Israel",Jerusalem,,Israel,Asia,4,320,328,336,,,,,,,,,260,,1,N,,1,,,,,,,,,,,,
A World History of Architecture,Dome of the Rock,31.7779986,35.23539505,"Jerusalem, israel",Jerusalem,,Israel,Asia,7,,687,691,N,,,,,,,,,,,,,,,,,,,,"165-168,170",166,2,N,,4
A History of Architecture: Settings and Rituals,Al-Aqsa Mosque,31.77630415,35.23559605,"Jerusalem, Israel",Jerusalem,,Israel,Asia,8,780,780,,,,,,,,,,288,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Hisham's Palace,31.88195072,35.45976044,"Khirbat-al-Mafjar, Jordan",Khirbat-al-Mafjar,,Jordan,Asia,8,730,739,744,,,,,,,,,289,,1,Y,,1,,,,,,,,,,,,
A World History of Architecture,Jericho,31.855991,35.4598851,,Jericho,,Israel,Asia,-81,,-8000,,N,,,,,,,,,,,,,,,,,,,,9,,,N,,1
A World History of Architecture,Temple of Venus,34.00605345,36.20618252,"Baalbek, Lebanon",Baalbek,,Lebanon,Asia,3,,,,N,,,,,,,,,,,,,,,,,,,,126,126,1,N,,2
A History of Architecture: Settings and Rituals,Dura Europos,33.53170145,36.28684637,"Salhiyeh, Syria",Salhiyeh,,Syria,Asia,3,230,231,,,,,,,,,,249,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Krak des Chevaliers,34.75702147,36.29450941,"Qalaat el Hosn, Syria",Qalaat el Hosn,,Syria,Asia,12,1100,1100,1200,,,,,,,,,294,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Umayyad palace,31.7289512,36.46297094,"Qasr Kharaneh, Jordan",Qasr Kharaneh,,Jordan,Asia,8,710,710,,,,,,,,,,288,,1,N,,1,,,,,,,,,,,,
A Global History of Architecture,wetu,-1.1999063,36.9065289,,,,,,,,,,,,462,,1,N,,1,,,,,,,,,,,,,,,,,,
Modern Movements in Architecture,Palace of the Congresses ,55.75197609,37.6155964,"Moscow, Russia",Moscow,,Russia,Europe,20,1960,1961,,,,,,,,,,,,,,,,51,51,1,N,,1,,,,,,
A History of Architecture: Settings and Rituals,Palace of the Soviets (Le Corbusier),55.7504461,37.6174943,"Moscow, Russia",Moscow,,Russia,Europe,20,1930,1932,,Y,Le Corbusier,,,,,,,706,,1,N,,1,,,,,,,,,,,,
A Global History of Architecture,Cathedral of the Assumption,55.7504461,37.6174943,"Moscow, Russia",Moscow,,Russia,Europe,15,,,,,Aristotile Fioravanti,535,535,3,Y,535,2,,,,,,,,,,,,,,,,,,
